App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Weather –Simple weather forecast,WEATHER,4.4,40606,15.0,10000000.0,Free,0.0,Everyone,Weather,2018-08-05,7.0.02.3.0516.1,5.0
Weather Crave,WEATHER,4.2,133338,44.0,5000000.0,Free,0.0,Everyone,Weather,2018-06-26,6.1.3,4.1
Klara weather,WEATHER,4.6,36900,4.8,500000.0,Free,0.0,Everyone,Weather,2018-07-28,1.3.6,4.0
Real time Weather Forecast,WEATHER,4.4,4184,10.0,1000000.0,Free,0.0,Everyone,Weather,2018-03-26,7.1.12.12,5.0
METEO FRANCE,WEATHER,3.9,100994,54.0,5000000.0,Free,0.0,Everyone,Weather,2018-07-13,5.9.7,4.1
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1,5000000.0,Free,0.0,Everyone,Weather,2018-07-03,7.1.34.28,5.0
Live Weather & Daily Local Weather Forecast,WEATHER,4.5,13426,19.0,1000000.0,Free,0.0,Everyone,Weather,2018-07-17,9.9.1.1910,4.1
Weather,WEATHER,4.2,18773,12.0,10000000.0,Free,0.0,Everyone,Weather,2018-05-24,1.3.,4.4
Klart.se - Sweden's best weather,WEATHER,3.6,7623,19.0,1000000.0,Free,0.0,Everyone,Weather,2018-07-11,3.18.5,4.4
Info BMKG,WEATHER,4.3,21404,7.6,1000000.0,Free,0.0,Everyone,Weather,2017-06-15,2.2,4.4
Local Weather Forecast & Visual Widget,WEATHER,4.5,3478,6.1,500000.0,Free,0.0,Everyone,Weather,2018-08-02,2.9.10,4.2
Wetter by t-online.de,WEATHER,4.2,24349,9.2,1000000.0,Free,0.0,Everyone,Weather,2018-05-14,1.8.4.5,4.1
HTC Weather,WEATHER,3.9,22154,11.0,10000000.0,Free,0.0,Everyone,Weather,2017-08-10,8.50.935520,4.4
Weather Live Pro,WEATHER,4.8,17493,11.0,100000.0,Paid,4.49,Everyone,Weather,2018-04-20,1.3,4.4
AEMET's time,WEATHER,3.8,15966,9.2,1000000.0,Free,0.0,Everyone,Weather,2017-07-17,2.0,2.3
New 2018 Weather App & Widget,WEATHER,4.5,2332,20.0,500000.0,Free,0.0,Teen,Weather,2018-08-03,12.2.7.3671,4.1
Météociel,WEATHER,4.5,29344,22.0,500000.0,Free,0.0,Everyone,Weather,2018-07-25,4.1.11,4.1
Climatempo Lite - 15 day weather forecast,WEATHER,4.0,634,11.0,100000.0,Free,0.0,Everyone,Weather,2018-06-15,1.0.34,4.1
ForecaWeather,WEATHER,4.2,18425,5.3,1000000.0,Free,0.0,Everyone,Weather,2017-07-29,3.1.7,4.1
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-07-25,1.0.1,4.4
Video Downloader,VIDEO_PLAYERS,4.2,59089,5.4,10000000.0,Free,0.0,Everyone,Video Players & Editors,2018-08-03,1.0.8,4.4
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-07-25,1.1,4.1
Iqiyi (for tablet),VIDEO_PLAYERS,3.6,12764,25.0,1000000.0,Free,0.0,Teen,Video Players & Editors,2018-07-11,7.1,4.0
Free TV series,VIDEO_PLAYERS,3.7,400,7.2,100000.0,Free,0.0,Teen,Video Players & Editors,2018-05-28,1.0.3,4.0.3
Video Player All Format for Android,VIDEO_PLAYERS,4.6,3930,3.3,500000.0,Free,0.0,Everyone,Video Players & Editors,2018-07-26,1.1.7,4.0.3
Code,VIDEO_PLAYERS,4.4,239242,11.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,2017-11-19,17.6,5.0
Vote for,VIDEO_PLAYERS,4.2,193381,17.0,50000000.0,Free,0.0,Teen,Video Players & Editors,2018-08-03,1.78,4.0.3
XX HD Video downloader-Free Video Downloader,VIDEO_PLAYERS,4.1,7624,6.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-04-20,1.9,4.0.3
OBJECTIVE,VIDEO_PLAYERS,3.8,19738,33.0,1000000.0,Free,0.0,Teen,Video Players & Editors,2018-08-07,9.7.6,4.0
Music - Mp3 Player,VIDEO_PLAYERS,4.4,259605,3.1,10000000.0,Free,0.0,Everyone,Video Players & Editors,2018-08-03,1.6.1,4.0.3
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-03-27,1.0,4.0.3
"YouCut - Video Editor & Video Maker, No Watermark",VIDEO_PLAYERS,4.6,98819,27.0,5000000.0,Free,0.0,Everyone,Video Players & Editors,2018-08-06,1.251.54,4.3
"Video Editor,Crop Video,Movie Video,Music,Effects",VIDEO_PLAYERS,4.7,53006,44.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-08-03,1.5.1,4.4
video player for android,VIDEO_PLAYERS,4.5,351168,13.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,2016-10-18,2.0.0,2.3
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,2015-12-03,7.10.621414,5.0
Samsung Video Library,VIDEO_PLAYERS,4.4,25922,6.1,50000000.0,Free,0.0,Everyone,Video Players & Editors,2018-05-09,1.4.08.2,7.0
OnePlus Gallery,VIDEO_PLAYERS,3.8,5555,64.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-07-12,2.6.71,7.1
LIKE – Magic Video Maker & Community,VIDEO_PLAYERS,4.6,921868,47.0,50000000.0,Free,0.0,Teen,Video Players & Editors,2018-08-04,2.4.11,4.0
HTC Service—Video Player,VIDEO_PLAYERS,4.2,6449,11.0,5000000.0,Free,0.0,Everyone,Video Players & Editors,2015-02-13,6.5.852058,5.0
Play Tube,VIDEO_PLAYERS,4.3,15874,5.4,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-07-05,1.2,4.1
video player,VIDEO_PLAYERS,4.4,26421,11.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-05-30,3.4.5,4.1
Video.Guru - Video Maker,VIDEO_PLAYERS,4.6,36969,27.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-08-06,1.137.22,4.3
HTC Gallery,VIDEO_PLAYERS,4.1,45744,11.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,2016-06-03,9.51.755029,4.4
"PowerDirector Video Editor App: 4K, Slow Mo & More",VIDEO_PLAYERS,4.5,714665,50.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,2018-07-24,4.13.3,4.3
Video Status,VIDEO_PLAYERS,4.3,6685,4.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-08-02,1.1.4,4.1
Video Wallpaper Show,VIDEO_PLAYERS,4.17505184823716,0,13.0,500.0,Free,0.0,Everyone,Video Players & Editors,2018-07-26,3.1,4.0.3
Tencent Video - Supporting the whole network,VIDEO_PLAYERS,3.5,13205,44.0,1000000.0,Free,0.0,Teen,Video Players & Editors,2018-07-31,6.2.2.17136,3.0
Casper Ssinema,VIDEO_PLAYERS,3.3,1261,2.5,10000.0,Free,0.0,Everyone,Video Players & Editors,2014-10-30,1.0,2.3
amazer - Global Kpop Video Community,VIDEO_PLAYERS,4.3,1215,23.0,100000.0,Free,0.0,Everyone 10+,Video Players & Editors,2018-07-20,1.5.4,4.1
"Omlet Arcade - Stream, Meet, Play",VIDEO_PLAYERS,4.4,169965,14.0,10000000.0,Free,0.0,Teen,Video Players & Editors,2018-08-02,1.32.1,4.3
VUE: video editor & camcorder,VIDEO_PLAYERS,4.4,38630,89.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-08-05,2.1.6,4.4
BaBe + - Indonesian News,NEWS_AND_MAGAZINES,4.3,42624,16.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-01,6.6.4,4.0
daily News,NEWS_AND_MAGAZINES,4.5,26411,26.0,1000000.0,Free,0.0,Everyone,News & Magazines,2018-03-26,2.3.2,4.1
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11.0,1000000.0,Free,0.0,Teen,News & Magazines,2018-08-02,2.71,4.1
Wireless news,NEWS_AND_MAGAZINES,3.5,6066,56.0,1000000.0,Free,0.0,Everyone,News & Magazines,2018-04-16,2.1.4,4.4
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,10000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-06,5.17,4.4
BaBe - Read News,NEWS_AND_MAGAZINES,4.3,355921,17.0,10000000.0,Free,0.0,Teen,News & Magazines,2018-08-01,9.1.4,4.0
Nigeria News NAIJ.com,NEWS_AND_MAGAZINES,4.3,37882,9.1,1000000.0,Free,0.0,Teen,News & Magazines,2018-06-01,8.2.9,4.0.3
detikcom - Latest & Most Complete News,NEWS_AND_MAGAZINES,4.1,190888,11.0,10000000.0,Free,0.0,Teen,News & Magazines,2018-07-13,5.2.5,4.1
BaBe Lite - Read Quota Saving News,NEWS_AND_MAGAZINES,4.5,9548,15.0,1000000.0,Free,0.0,Everyone,News & Magazines,2018-08-01,6.6.4,4.0
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7,500000.0,Free,0.0,Everyone,News & Magazines,2018-07-25,5.8.0,4.1
Bengali Newspaper - The first L.,NEWS_AND_MAGAZINES,4.0,11908,5.5,1000000.0,Free,0.0,Everyone,News & Magazines,2018-07-01,8.3,4.1
"Read- Latest News, Information, Gossip and Politics",NEWS_AND_MAGAZINES,4.1,185058,6.7,10000000.0,Free,0.0,Teen,News & Magazines,2018-08-01,3.1.6.9,4.1
BBC Persian | BBC Farsi News,NEWS_AND_MAGAZINES,4.3,978,2.9,100000.0,Free,0.0,Everyone,News & Magazines,2018-05-12,1.8.2,4.0.3
Google News,NEWS_AND_MAGAZINES,3.9,877635,13.0,1000000000.0,Free,0.0,Teen,News & Magazines,2018-08-01,5.2.0,4.4
"Topbuzz: Breaking News, Videos & Funny GIFs",NEWS_AND_MAGAZINES,4.7,175110,25.0,10000000.0,Free,0.0,Mature 17+,News & Magazines,2018-08-06,6.7.3,4.0
"Pulse Nabd - World News, Urgent",NEWS_AND_MAGAZINES,4.5,357944,12.0,10000000.0,Free,0.0,Everyone,News & Magazines,2018-07-12,9.1,4.1
Asahi Shimbun Digital,NEWS_AND_MAGAZINES,3.1,735,6.3,500000.0,Free,0.0,Everyone,News & Magazines,2018-07-25,6.3.0,4.0.3
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3,500000.0,Free,0.0,Everyone,News & Magazines,2018-07-19,8.0.6,4.1
Sky News,NEWS_AND_MAGAZINES,4.0,30287,19.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-03,4.11.0.611033,4.1
Microsoft News,NEWS_AND_MAGAZINES,4.2,31504,31.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-07-30,18.201.01,5.0
"Vietnam Today - Read online newspapers, the hottest news 24h",NEWS_AND_MAGAZINES,4.2,21147,9.0,5000000.0,Free,0.0,Teen,News & Magazines,2018-08-06,2.2.1,4.0.3
Apple Daily Apple News,NEWS_AND_MAGAZINES,3.4,41490,25.0,5000000.0,Free,0.0,Teen,News & Magazines,2018-07-24,4.6.0,4.1
"The Report, Fox, Breitbart - Conservative News",NEWS_AND_MAGAZINES,4.6,2090,4.6,50000.0,Free,0.0,Everyone,News & Magazines,2018-08-05,1.9.0,4.1
РИА Новости,NEWS_AND_MAGAZINES,4.5,44274,8.0,1000000.0,Free,0.0,Everyone,News & Magazines,2018-08-06,4.0.6,4.4
Tencent News,NEWS_AND_MAGAZINES,4.0,7006,23.0,1000000.0,Free,0.0,Everyone,News & Magazines,2018-07-31,5.6.40,4.0
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8,1000000.0,Free,0.0,Everyone,News & Magazines,2018-08-04,7.5.0,4.1
Kurio - Read the Latest News,NEWS_AND_MAGAZINES,4.2,40167,8.7,1000000.0,Free,0.0,Everyone,News & Magazines,2018-07-30,3.12.0,4.4
Loop - Caribbean Local News,NEWS_AND_MAGAZINES,4.0,4332,12.0,1000000.0,Free,0.0,Everyone,News & Magazines,2018-03-16,3.0.42,4.1
Podcast Addict,NEWS_AND_MAGAZINES,4.6,413999,10.0,5000000.0,Free,0.0,Teen,News & Magazines,2018-08-03,3.53.2,4.1
Podcast App: Free & Offline Podcasts by Player FM,NEWS_AND_MAGAZINES,4.6,66384,19.0,1000000.0,Free,0.0,Teen,News & Magazines,2018-07-25,4.1.0.72,4.0
Spreaker Podcast Radio,NEWS_AND_MAGAZINES,4.5,17703,6.6,500000.0,Free,0.0,Teen,News & Magazines,2018-06-07,4.10.0,4.4
Dezeen Magazine RSS Reader,NEWS_AND_MAGAZINES,4.3,350,14.0,10000.0,Free,0.0,Everyone,News & Magazines,2018-07-22,3.000.1,4.2
"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,4.4,74425,8.6,1000000.0,Free,0.0,Everyone,News & Magazines,2018-07-18,5.14.0,4.0.3
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13.0,5000000.0,Free,0.0,Teen,News & Magazines,2018-07-30,5.38,4.4
LA Times: Your California News,NEWS_AND_MAGAZINES,3.6,3311,10.0,100000.0,Free,0.0,Everyone,News & Magazines,2018-04-24,4.0.1,4.2
World Newspapers,NEWS_AND_MAGAZINES,4.4,185884,7.5,1000000.0,Free,0.0,Mature 17+,News & Magazines,2017-09-17,3.1.9,4.1
The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,4.1,40975,36.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-02,4.4.2.19,4.1
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-03,2.42.1.9,4.4
The Guardian,NEWS_AND_MAGAZINES,4.7,247992,22.0,5000000.0,Free,0.0,Teen,News & Magazines,2018-07-25,6.5.1725,4.1
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63647,23.0,10000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-01,6.19.5,4.4
RT News (Russia Today),NEWS_AND_MAGAZINES,4.6,56524,14.0,1000000.0,Free,0.0,Teen,News & Magazines,2018-08-06,3.5.13,4.0.3
Reuters News,NEWS_AND_MAGAZINES,4.3,13169,25.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-06-06,3.4.4,4.1
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27.0,10000000.0,Free,0.0,Everyone,News & Magazines,2018-07-25,5.9.1.1347176.,4.4
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-06-06,3.19.11,5.0
Sync for reddit,NEWS_AND_MAGAZINES,4.6,62740,8.6,500000.0,Free,0.0,Mature 17+,News & Magazines,2018-06-16,16.3,4.1
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2017-05-25,4.4.3,4.0
HuffPost - News,NEWS_AND_MAGAZINES,4.2,78154,12.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-03,19.2.8,4.4
News Republic,NEWS_AND_MAGAZINES,4.3,479594,18.0,10000000.0,Free,0.0,Teen,News & Magazines,2018-07-28,9.2.3,4.0
SmartNews: Breaking News Headlines,NEWS_AND_MAGAZINES,4.2,233305,3.1,10000000.0,Free,0.0,Everyone,News & Magazines,2018-08-03,5.1.10,2.2
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-05-24,3.1.12,4.1
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-06-29,3.9.0,4.1
NPR One,NEWS_AND_MAGAZINES,3.9,13217,8.8,1000000.0,Free,0.0,Teen,News & Magazines,2018-08-03,1.8.7.0,5.0
Pocket,NEWS_AND_MAGAZINES,4.5,256680,12.0,10000000.0,Free,0.0,Everyone,News & Magazines,2018-07-24,6.7.15.7,4.0.3
"Yahoo! transit guide free timetable, operation information, transfer search",MAPS_AND_NAVIGATION,4.4,104800,22.0,10000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-26,7.0.1,4.0
Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56443,43.0,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-06-26,6.2.0,4.1
GPS Navigation & Offline Maps Sygic,MAPS_AND_NAVIGATION,4.4,1421884,33.0,50000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-26,17.4.11,4.0.3
Map and Router Badge,MAPS_AND_NAVIGATION,4.4,3652,32.0,500000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-25,4.8.1,4.1
Yandex.Transport,MAPS_AND_NAVIGATION,4.0,126282,11.0,10000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-30,5.7,4.1
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-24,4.3,5.0
Speed Cameras Radar,MAPS_AND_NAVIGATION,4.4,18710,4.0,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-08-03,3.2.2,4.0.3
Compass,MAPS_AND_NAVIGATION,4.3,286454,3.7,10000000.0,Free,0.0,Everyone,Maps & Navigation,2016-08-09,2.1.2,2.3
Gps Route Finder,MAPS_AND_NAVIGATION,4.4,652,3.4,100000.0,Free,0.0,Everyone,Maps & Navigation,2018-05-26,116,4.1
Sygic Car Navigation,MAPS_AND_NAVIGATION,4.7,162049,48.0,5000000.0,Free,0.0,Everyone,Maps & Navigation,2018-08-07,18.0.2,4.4
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7,1000000.0,Free,0.0,Everyone,Maps & Navigation,2017-11-06,2.4.1,4.0.3
Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,4.5,53562,60.0,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-05-04,2.10.06,5.0
Circle ratio,MAPS_AND_NAVIGATION,3.7,10562,60.0,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-08-03,04.08.00,4.4
Soviet Military Maps Free,MAPS_AND_NAVIGATION,4.3,21589,5.6,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-08-01,5.1.0,4.0
Sentin Information Map,MAPS_AND_NAVIGATION,4.1,2909,5.2,100000.0,Free,0.0,Everyone,Maps & Navigation,2018-06-26,1.39,4.1
Snapp,MAPS_AND_NAVIGATION,4.5,37937,25.0,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-08-01,3.6.7,4.0.3
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-08-03,10.0,4.1
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29.0,5000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-28,7.16.8,4.0.3
Trucker Path – Truck Stops & Weigh Stations,MAPS_AND_NAVIGATION,4.7,38375,49.0,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-26,3.0.2,4.1
Map Coordinates,MAPS_AND_NAVIGATION,4.3,16657,3.6,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-17,4.7.5,4.0.3
Grab Driver,MAPS_AND_NAVIGATION,4.2,301413,48.0,5000000.0,Free,0.0,Everyone,Maps & Navigation,2018-08-01,5.44.1,4.1
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-31,2.7.2,4.0
Blitzer.de,MAPS_AND_NAVIGATION,4.5,65590,18.0,5000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-09,3.1.0,4.0
GPS Speedometer - Trip Meter - Altimeter,MAPS_AND_NAVIGATION,4.3,32225,3.2,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-26,2.0.0,4.2
Radarbot Free: Speed Camera Detector & Speedometer,MAPS_AND_NAVIGATION,4.5,44348,11.0,5000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-06,6.2.3,4.1
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-04-26,5.2.10,4.1
ÖBB Scotty,MAPS_AND_NAVIGATION,4.2,12572,24.0,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-02-19,5.4,4.0
Subway Terminator: Smarter Subway,MAPS_AND_NAVIGATION,4.3,70556,26.0,10000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-17,4.76,4.0
Alopec - Online Shipping System,MAPS_AND_NAVIGATION,4.3,1240,14.0,100000.0,Free,0.0,Everyone,Maps & Navigation,2017-11-02,2.4.1,4.1
hum app,MAPS_AND_NAVIGATION,4.4,10218,78.0,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-31,5.072.1830.2,4.2
"Dynavix - Navigation, Maps, Traffic data & Cameras",MAPS_AND_NAVIGATION,4.2,1688,11.0,50000.0,Free,0.0,Everyone,Maps & Navigation,2018-08-03,6.1.2,4.0
National Rail Enquiries,MAPS_AND_NAVIGATION,3.5,18857,7.0,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-05-24,9.3.3,4.0.3
ixigo Cabs-Compare & Book Taxi,MAPS_AND_NAVIGATION,4.2,11838,9.2,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-04-09,1.7.3,4.0.3
aa,FAMILY,4.2,886418,6.5,50000000.0,Free,0.0,Everyone,Strategy,2018-06-30,1.7.3,4.1
A Call From Santa Claus!,FAMILY,3.9,3720,11.0,1000000.0,Free,0.0,Everyone,Entertainment,2016-12-04,4.2.3,4.0.3
Rope Hero Return of a Legend,GAME,4.3,9951,96.0,1000000.0,Free,0.0,Mature 17+,Arcade,2016-08-26,1.0,2.3
A Word A Day,FAMILY,3.7,2398,2.9,500000.0,Free,0.0,Everyone,Education,2017-01-05,5.8,4.0
Draw a Stickman: EPIC 2 Free,GAME,4.3,213340,24.0,10000000.0,Free,0.0,Everyone,Adventure,2018-06-14,1.2.1.49,4.0
Akinator,FAMILY,4.3,1805398,55.0,50000000.0,Free,0.0,Teen,Entertainment,2018-06-11,6.5.2,4.4
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74.0,5000000.0,Free,0.0,Teen,Simulation,2018-04-22,8.6,4.0
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15.0,1000000.0,Free,0.0,Everyone,Entertainment,2018-07-27,1.3.13,4.1
A+ Mobile,FINANCE,3.9,730,6.3,10000.0,Free,0.0,Everyone,Finance,2018-06-26,5.4.4,4.4
Build a Bridge!,FAMILY,4.6,263454,74.0,10000000.0,Free,0.0,Everyone,Puzzle,2018-08-02,2.1.1,4.1
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14.0,500000.0,Free,0.0,Everyone,Puzzle,2017-06-16,4.1.1,4.1
CompTIA A+ Pocket Prep,FAMILY,4.3,1311,14.0,10000.0,Free,0.0,Everyone,Education,2018-07-11,4.5.2,4.4
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7,10000.0,Free,0.0,Everyone,Education,2018-04-19,2.0.7,4.1
Create A Superhero HD,FAMILY,3.3,8642,19.0,500000.0,Free,0.0,Teen,Casual,2017-12-30,4.0.4,2.3
Super Mario Run,GAME,3.7,1221896,70.0,100000000.0,Free,0.0,Everyone,Action,2018-07-12,3.0.11,4.2
STARDOM: THE A-LIST,GAME,4.5,152658,29.0,1000000.0,Free,0.0,Teen,Adventure,2014-09-12,2.1.8,2.1
LokLok: Draw on a Lock Screen,COMMUNICATION,4.1,14766,16.0,500000.0,Free,0.0,Teen,Communication,2017-09-20,0.81,4.0.3
The Tribez: Build a Village,FAMILY,4.4,1852384,11.0,10000000.0,Free,0.0,Everyone,Simulation,2018-07-13,9.3.6,4.0.3
Photo Warp,FAMILY,3.7,353342,13.0,50000000.0,Free,0.0,Everyone,Entertainment,2017-11-24,2.0.7,4.0
CompTIA Exam Training,FAMILY,4.8,3053,17.0,50000.0,Free,0.0,Everyone,Education,2018-07-03,1.7,4.2
Glow Hockey,GAME,4.1,1703479,11.0,100000000.0,Free,0.0,Everyone,Arcade,2018-07-22,1.3.8,4.1
Asphalt 8: Airborne,GAME,4.5,8389714,92.0,100000000.0,Free,0.0,Teen,Racing,2018-07-04,3.7.1,4.0.3
Basketball Stars,SPORTS,4.4,867920,45.0,10000000.0,Free,0.0,Everyone,Sports,2018-07-14,1.16.2,4.0.3
Lep's World 2 🍀🍀,GAME,4.3,798522,57.0,100000000.0,Free,0.0,Everyone 10+,Arcade,2018-06-07,1.9.8.0,4.1
Wolfify - Be a Werewolf,FAMILY,3.8,6760,26.0,500000.0,Free,0.0,Everyone,Entertainment,2015-06-11,1.4.6,3.2
Law of Creation: A Playable Manga,GAME,4.5,13118,47.0,500000.0,Free,0.0,Teen,Adventure,2018-06-25,1.0.19,4.0.3
Real City Car Driver,GAME,3.7,413609,22.0,10000000.0,Free,0.0,Mature 17+,Racing,2018-08-01,2.8,4.1
Gymnastics Superstar - Spin your way to gold!,FAMILY,4.6,305765,34.0,10000000.0,Free,0.0,Everyone,Role Playing,2018-07-31,1.1.7,4.1
SuperCity: Build a Story,FAMILY,4.4,98324,70.0,1000000.0,Free,0.0,Everyone,Simulation,2018-07-28,1.19.1,4.1
4 in a row,GAME,4.3,47698,4.1,5000000.0,Free,0.0,Everyone,Board,2016-04-12,1.0.21,1.5
Four In A Line Free,GAME,4.3,133195,11.0,5000000.0,Free,0.0,Everyone,Board,2018-06-11,1.58,4.1
Like A Boss,FAMILY,4.4,17069,94.0,500000.0,Free,0.0,Everyone 10+,Role Playing,2018-08-01,1.0.17.2,5.0
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24.0,10000000.0,Free,0.0,Everyone,Productivity,2018-07-23,4.5.19,4.4
Hungry Hearts Diner: A Tale of Star-Crossed Souls,FAMILY,4.9,46253,56.0,500000.0,Free,0.0,Everyone 10+,Simulation,2018-02-07,1.0.1,4.0
Dragon Sim Online: Be A Dragon,FAMILY,4.6,111741,66.0,5000000.0,Free,0.0,Teen,Simulation,2018-02-27,5.4,4.0
Fortune City - A Finance App,FINANCE,4.6,49275,91.0,500000.0,Free,0.0,Everyone,Finance,2018-07-17,2.0.3.1,4.4
Draw A Stickman,GAME,3.4,29265,17.0,1000000.0,Free,0.0,Everyone,Adventure,2017-05-19,1.1.0,4.0.3
Be A Legend: Soccer,SPORTS,3.8,85763,21.0,1000000.0,Free,0.0,Everyone,Sports,2015-08-24,2.8.0.17,3.0
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81.0,5000000.0,Free,0.0,Everyone 10+,Simulation,2018-04-22,3.7,4.0
Four In A Line,GAME,3.8,22191,3.0,1000000.0,Free,0.0,Everyone,Board,2015-05-04,1.10,2.3
Tik Tok - including musical.ly,SOCIAL,4.4,5637451,59.0,100000000.0,Free,0.0,Teen,Social,2018-08-03,8.0.0,4.1
Disney Magic Timer by Oral-B,FAMILY,3.9,31061,83.0,1000000.0,Free,0.0,Everyone,Health & Fitness;Action & Adventure,2018-06-16,4.0.6,4.2
B-Messenger Video Chat,SOCIAL,4.1,12495,19.0,1000000.0,Free,0.0,Mature 17+,Social,2017-08-19,7.1.1,2.3
